Date,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18
2014-07-31,2.8730995850408947,-1.6159639826459182,-6.134604753159789,-1.640615294237724,-1.1793908611537285,3.5012494620772383,-0.541570112952261,-3.3018761196803026,-8.921556241826279,7.620187964348801,0.6504165750470303,-4.2397056435198754,-0.3903114048449341,0.14236211590985537,3.0451494582347083,-1.9848340438790135,-6.549840701996712,0.08677636081670936
2014-08-31,7.2175706158698505,8.34700400555477,-0.8883196054905285,2.2073866725715874,5.939386909061706,5.259430939260246,1.841039580936421,3.3076218450558414,2.691374005667524,9.412015582158407,-0.08068916039365437,5.75029280242898,6.946313395071435,0.7155912789002183,-0.12599696145313422,2.609452663729117,6.184760720069304,3.807184645962658
2014-09-30,-1.2183842486627627,0.7580065095591726,2.036240826077851,-1.0244670866484618,-1.3808207146940088,2.684508670878527,13.90112202011049,0.6124571635909515,-1.6510104228738443,1.2600375220198634,0.8008899381683365,-0.8129860321820281,-0.49611849755807347,0.5913012356018488,0.34120098706387214,1.952029439841052,2.25312288015429,1.3288607185291346
2014-10-31,7.19602044649621,4.215435495956377,-1.139111721674857,8.533318406164558,-1.5474634025094525,1.272643576456356,4.226442286195042,1.2850821482458752,1.3257605371058467,15.463403384206021,-1.1350649509979327,7.93263852396493,10.624982647202375,13.150851718306921,0.5201083179381172,-0.26157406180574716,-1.113211339216169,0.39838794073057127
2014-11-30,10.120373284514518,4.415708442074728,3.286007977980887,4.110023496478954,4.245744112024519,1.8317153796102437,6.797950373796047,4.0066963308136305,2.878508050928752,1.9300106293809405,3.331216589097763,3.6210500143288193,3.81015183221467,6.941986525153565,1.8036441310611773,14.77648836456349,7.0439683819524035,0.1410603144389233
2014-12-31,-6.786633718088941,0.729831429006067,-2.3567816488746396,3.1931889283526527,-5.976800408141846,-2.2317861237536096,-3.1624656893190273,0.8661053765401494,5.0419187568354396,-3.273451252603987,-5.059335498460216,1.3403500886247421,2.4941546604774434,1.7486687256103917,-7.53110315419071,-1.896262892616385,-5.171023238024186,4.022644032401357
2015-01-31,6.142394750805313,-7.465123891920722,-1.344754424779715,-1.2292984944120788,6.947774769547532,-13.024773676459933,-3.780297757578943,0.32100133798391717,-0.19129866702621845,-4.413321031079354,-1.994622752336872,-2.352016128957557,5.500672950697094,-2.780310025186561,-2.2873069564611104,-0.4952008683981268,-2.4869721693228652,-13.103240185585218
2015-02-28,9.644926342600414,1.714874501832453,6.98832743294211,3.9124940393341134,-2.8864851068615915,8.539562339561169,5.279121747221671,9.823989733193915,6.211875436044623,3.5859221140039255,6.96272080307343,4.493300221020702,6.945879376821917,6.433661558938586,9.461871695664993,-1.235551568375437,5.173637641820417,13.41339053748063
2015-03-31,-2.7548864599649336,-3.7472214141810234,-0.6200417974650207,-1.5855437234214231,-1.8107726987409034,-6.6148940936509355,3.60480288085685,2.263738541348137,-3.3454073149003727,1.887077790473457,-5.526606337062001,0.6421851016506386,4.101041402226313,-3.3889150570412307,-1.6582471520920627,-2.0016640235942185,-6.35101245664591,-1.1422833915633146
2015-04-30,0.5786279769411928,-2.965566408069764,-0.9133736150291449,-5.189454829918838,4.457140546540561,19.626170885923422,-1.4851011809313253,-2.471991668478357,-2.9436870816048955,-1.2136302987433512,6.094915129544676,-6.01173319458116,-5.509603039425914,0.9784633348440375,3.721971799940671,-4.536431179532108,0.8546304089854795,4.423897926531706
2015-05-31,4.099081732490983,-0.6156105167404502,-0.6421467849622275,1.7200710088568272,2.2330671552582837,-3.659554300337531,2.8632201296243442,2.416751830225028,3.006569445155871,-1.044909115786885,1.6182917254183415,0.009866549163861649,7.9084582653733415,3.981828354737571,-0.8760513478906495,-4.8430808171905815,0.9862046164623939,4.6747049370093885
2015-06-30,-3.320595231903023,-0.19138394644396817,-0.03526017088523181,-2.391427862503459,-6.50354583795213,-5.170831155253531,6.535779661635521,-2.712410233164253,-4.806466884667204,-1.2691674573080514,2.8373265331218533,-4.410603344257447,1.4890237314202803,-2.0566282350279685,-5.724063785238087,-3.894361629379539,-4.223658461357072,3.010037529779508
2015-07-31,-3.2926653280846097,-1.9682678420093191,5.038393762881821,-1.9183608570454647,4.353535812498022,5.775753747124401,6.665453317148495,7.545471816114979,-9.57362519332735,15.02736317832678,-2.1959912346514066,10.465446304160153,-0.07033764166062273,12.196569951154657,0.38618274962323174,1.480364542858159,5.579695793841966,1.1363668117693182
2015-08-31,-7.040387847730722,-7.10733196782416,-4.846788391487367,-6.079014329991805,-8.666880904455788,-6.809406802755125,-3.0116665634164597,-10.6489064644952,-8.67309801783096,-14.04950027727223,-2.740897225502148,-6.191126841924833,-4.695206092931281,-5.362318049172599,-0.5089625136956877,-10.072279130632145,-4.284347390216714,-5.852986501747348
2015-09-30,-1.7388406557285685,1.7971167641333885,4.607529208678773,0.4338119947453256,-8.282245816002032,2.3710132242977577,10.040269522290735,-1.7521517505149853,-2.2253636227467455,-8.44421441349239,-1.8675048932929927,-0.02006454563783233,0.26792914000441925,-2.14008031316526,-5.433595991239604,0.853942685783049,2.034611085654081,-4.882968562390511
